"Päivitetty","Osio","Kategoria","Nimi","URL","Lähde","Riskipisteet","Suositus","Alkuperäinen domain","Lopullinen domain","Domain vaihtui","RDAP-signaali","Sisältösignaali","Sivun otsikko","Manuaalinen tila","Luottamustaso","Huomiot"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Kuhmolainen","http://www.kuhmolainen.fi","localNewspaperLinks.ts","70","piilota","kuhmolainen.fi","kuhmolainen.fi","ei","RDAP 429","ok","Etusivu | Kuhmolainen","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Kurikka-lehti","http://www.kurikka-lehti.fi","localNewspaperLinks.ts","70","piilota","kurikka-lehti.fi","kurikka-lehti.fi","ei","RDAP 429","ok","Kurikka - lehti Etusivu","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Kyrönmaa (lehti)","http://www.kyronmaa-lehti.fi/","localNewspaperLinks.ts","70","piilota","kyronmaa-lehti.fi","kyronmaa-lehti.fi","ei","RDAP 429","ok","Kyrönmaa - lehti | Etusivu","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Lapuan Sanomat","http://www.lapuansanomat.fi/","localNewspaperLinks.ts","70","piilota","lapuansanomat.fi","lapuansanomat.fi","ei","RDAP 429","ok","Lapuan Sanomat","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Lauttakylä-lehti","http://www.lauttakyla.fi/","localNewspaperLinks.ts","70","piilota","lauttakyla.fi","lauttakyla.fi","ei","RDAP 429","ok","Etusivu - Lauttakylä","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Lieksan Lehti","http://www.lieksanlehti.fi","localNewspaperLinks.ts","70","piilota","lieksanlehti.fi","lieksanlehti.fi","ei","RDAP 429","ok","Etusivu | Lieksan Lehti","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Nya Östis","http://nyaostis.fi","localNewspaperLinks.ts","70","piilota","nyaostis.fi","nyaostis.fi","ei","RDAP 429","ok","Nya Östis - Förankrad i bygden","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Orimattilan Sanomat","http://www.orimattilansanomat.fi/","localNewspaperLinks.ts","70","piilota","orimattilansanomat.fi","orimattilansanomat.fi","ei","RDAP 429","ok","Orimattilan Sanomat","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Paikallislehti Sisä-Savo","http://www.sisa-savolehti.fi","localNewspaperLinks.ts","70","piilota","sisa-savolehti.fi","sisa-savolehti.fi","ei","RDAP 429","ok","Etusivu | Paikallislehti Sisä-Savo","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Pargas Kungörelser – Paraisten Kuulutukset","http://www.pku.fi/","localNewspaperLinks.ts","70","piilota","pku.fi","pku.fi","ei","RDAP 429","ok","Framsida | Pargas Kungörelser","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Perniönseudun Lehti","http://www.pernionseudunlehti.fi","localNewspaperLinks.ts","70","piilota","pernionseudunlehti.fi","pernionseudunlehti.fi","ei","Planeetta Internet Oy","ok","Etusivu | Perniönseudun Lehti","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Pietarsaaren Sanomat","http://www.pietarsaarensanomat.fi/","localNewspaperLinks.ts","70","piilota","pietarsaarensanomat.fi","pietarsaarensanomat.fi","ei","Hilla Group Oyj","ok","Etusivu | Pietarsaaren Sanomat","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Pohjankyrö-lehti","http://www.pohjankyro-lehti.fi","localNewspaperLinks.ts","70","piilota","pohjankyro-lehti.fi","pohjankyro-lehti.fi","ei","Elisa Oyj","ok","Pohjankyrö - lehti | Etusivu","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Punkalaitumen Sanomat","http://www.punkalaitumensanomat.fi","localNewspaperLinks.ts","70","piilota","punkalaitumensanomat.fi","punkalaitumensanomat.fi","ei","PUNKALAITUMEN SANOMAT OY","ok","Punkalaitumen Sanomat - Verkkolehti","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Rannikkoseutu","http://www.rannikkoseutu.fi","localNewspaperLinks.ts","70","piilota","rannikkoseutu.fi","rannikkoseutu.fi","ei","RDAP 429","ok","Rannikkoseutu","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Reisjärvi (lehti)","http://www.reisjarvilehti.fi/","localNewspaperLinks.ts","70","piilota","reisjarvilehti.fi","reisjarvilehti.fi","ei","RDAP 429","ok","Kotiseutulehti Reisj&auml;rvi &#8211; Verkkolehtiportaali","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Soisalon Seutu","http://www.soisalonseutu.fi","localNewspaperLinks.ts","70","piilota","soisalonseutu.fi","soisalonseutu.fi","ei","RDAP 429","ok","Etusivu | Soisalon Seutu","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Suupohjan Sanomat","http://www.suupohjansanomat.fi","localNewspaperLinks.ts","70","piilota","suupohjansanomat.fi","suupohjansanomat.fi","ei","RDAP 429","ok","Etusivu | Suupohjan Sanomat","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Tejuka","http://www.tejuka-lehti.fi","localNewspaperLinks.ts","70","piilota","tejuka-lehti.fi","tejuka-lehti.fi","ei","RDAP 429","ok","Tejuka - lehti","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Turun Tienoo","http://www.turuntienoo.fi/","localNewspaperLinks.ts","70","piilota","turuntienoo.fi","turuntienoo.fi","ei","Online Solutions Oy","ok","Etusivu | Turun tienoo","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Urjalan Sanomat","http://www.urjalansanomat.fi/","localNewspaperLinks.ts","70","piilota","urjalansanomat.fi","urjalansanomat.fi","ei","Urjalan Sanomat Oy","ok","Urjalan Sanomat","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Uudenkaupungin Sanomat","http://www.uudenkaupunginsanomat.fi/","localNewspaperLinks.ts","70","piilota","uudenkaupunginsanomat.fi","uudenkaupunginsanomat.fi","ei","TS-Yhtymä Oy","ok","Uudenkaupunginsanomat","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Viiskunta","http://www.viiskunta.fi","localNewspaperLinks.ts","70","piilota","viiskunta.fi","viiskunta.fi","ei","RDAP ei saatavilla: aikakatkaisu","ok","Etusivu | Viiskunta","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Viitasaaren Seutu","http://www.viitasaarenseutu.fi/","localNewspaperLinks.ts","70","piilota","viitasaarenseutu.fi","viitasaarenseutu.fi","ei","Keskisuomalainen Oyj","ok","Etusivu | Viitasaaren Seutu","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Ähtärinjärven Uutisnuotta","http://www.ahtarinjarvenuutisnuotta.net/","localNewspaperLinks.ts","70","piilota","ahtarinjarvenuutisnuotta.net","ahtarinjarvenuutisnuotta.net","ei","Ascio Technologies, Inc. Danmark - Filial af Ascio technologies, Inc. USA","ok","Ähtärijärven Uutisnuotta","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Paikallinen ohjattu liikunta","Alueelliset","Akaa - Liikuntaryhmät 2026","https://akaa.fi/tee-ja-viihdy/liikunta/erityisryhmien-liikunta/liikuntaryhmat/","localExerciseLinks.ts","70","piilota","akaa.fi","akaa.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Paikallinen ohjattu liikunta","Alueelliset","Kiuruvesi - Ohjatut liikuntaryhmät 2025-2026","https://kiuruvesi.fi/palvelut/liikunta-ja-ulkoilu/ohjatut-liikuntaryhmat-2024-2025/","localExerciseLinks.ts","70","piilota","kiuruvesi.fi","kiuruvesi.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Paikallinen ohjattu liikunta","Alueelliset","Lappeenranta - Suosikit","https://lappeenranta.fi/fi/kulttuuri-ja-liikunta/liikunta/ohjattu-liikunta/terveysliikunta-syksy-2025/ohjattujen-liikuntaryhmien-tuntikuvaukset","localExerciseLinks.ts","70","piilota","lappeenranta.fi","lappeenranta.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Paikallinen ohjattu liikunta","Alueelliset","Petäjävesi - Soveltava liikunta","https://www.petajavesi.fi/vapaa-aika-ja-kulttuuri/vapaa-ajan-palvelut2017/soveltava-liikunta","localExerciseLinks.ts","70","piilota","petajavesi.fi","petajavesi.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Paikallinen ohjattu liikunta","Alueelliset","Pori - Kesäliikunta","https://www.pori.fi/vapaa-aika/liikunta/ohjattu-liikunta/kesaliikunta/","localExerciseLinks.ts","70","piilota","pori.fi","pori.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Paikallinen ohjattu liikunta","Alueelliset","Savukoski - Kevään 2026 liikuntaryhmät","https://www.savukoski.fi/news-article/liikuntapalvelut/","localExerciseLinks.ts","70","piilota","savukoski.fi","savukoski.fi","ei","Savukosken kunta","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Paikalliset erikoislinkit","Palveluliikenne","Joroinen palveluliikenne","https://www.joroinen.fi/asuminen-ja-ymparisto/liikenne/palveluliikenne-pali/","localServiceTransportLinks.ts","70","piilota","joroinen.fi","joroinen.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Paikalliset erikoislinkit","Palveluliikenne","Kiuruvesi palveluliikenne","https://kiuruvesi.fi/asuminen-ja-ymparisto/liikenne/palveluliikenne/","localServiceTransportLinks.ts","70","piilota","kiuruvesi.fi","kiuruvesi.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Paikalliset erikoislinkit","Palveluliikenne","Kuopio PALI-palveluliikenne","https://vilkku.kuopio.fi/pali","localServiceTransportLinks.ts","70","piilota","kuopio.fi","kuopio.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Paikalliset erikoislinkit","Palveluliikenne","Lapinlahti asiointiliikenne","https://lapinlahti.fi/liikenne/","localServiceTransportLinks.ts","70","piilota","lapinlahti.fi","lapinlahti.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Paikalliset erikoislinkit","Palveluliikenne","Parikkala palveluliikenne","https://parikkala.fi/asuminen-ja-ymparisto/joukkoliikenne/","localServiceTransportLinks.ts","70","piilota","parikkala.fi","parikkala.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Paikalliset erikoislinkit","Palveluliikenne","Pudasjärvi palveluliikenne","https://www.pudasjarvi.fi/asuminen-ja-ymparisto/liikenneyhteydet/asiointiliikenne/","localServiceTransportLinks.ts","70","piilota","pudasjarvi.fi","pudasjarvi.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Paikalliset erikoislinkit","Palveluliikenne","Sonkajärvi asiointi- ja palveluliikenne","https://www.sonkajarvi.fi/asuminen-ja-ymparisto/tiet-ja-liikenne/joukkoliikenne/","localServiceTransportLinks.ts","70","piilota","sonkajarvi.fi","sonkajarvi.fi","ei","Sonkajärven kunta","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Paikalliset erikoislinkit","Palveluliikenne","Ähtäri asiointiliikenne","https://www.petripekkala.com/asiointiliikenne.html","localServiceTransportLinks.ts","70","piilota","petripekkala.com","petripekkala.com","ei","Register.com - Network Solutions, LLC","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Palvelukategoriat","Liikunta","Tanssiin.fi - tanssit ja keikat","https://www.tanssiin.fi/keikat/","constants.tsx","70","piilota","tanssiin.fi","tanssiin.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Kuntien kieliversiot","en","luoto (en)","https://larsmo.fi/en/frontpage/","municipalityWebsiteLocales.ts","60","piilota","larsmo.fi","larsmo.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 503; HTTP 503"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","hausjärvi","https://www.hausjarvi.fi/","municipalityWebsites.ts","60","piilota","hausjarvi.fi","hausjarvi.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 500; HTTP 500"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","kerava","https://www.kerava.fi","municipalityWebsites.ts","60","piilota","kerava.fi","kerava.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 500; HTTP 500"
